Car_Name,Brand,Year,Car_Age,Kms_Driven,Fuel_Type,Transmission,Owner,Engine,Power,Efficiency,Seats,Location,Seller_Type,Present_Price,Selling_Price
Altroz,Tata,2023,1,17218,Petrol,Manual,1,1322,102.0,21.5,5,Mumbai,Dealer,7.79,6.73
Punch,Tata,2024,0,14306,Petrol,Manual,1,1199,88.6,20.8,5,Mumbai,Dealer,8.78,7.9
Altroz,Tata,2021,3,49081,Petrol,Manual,2,1320,102.6,18.0,5,Mumbai,Dealer,7.59,4.93
Punch,Tata,2021,3,47067,Petrol,Automatic,3,1199,88.5,16.7,5,Bangalore,Individual,7.21,4.44
Altroz,Tata,2023,1,27889,Petrol,Manual,3,1337,104.7,15.1,5,Bangalore,Dealer,8.04,5.49
Safari,Tata,2022,2,16973,Diesel,Automatic,0,1956,172.4,25.7,7,Bangalore,Dealer,21.85,19.67
Nexon EV,Tata,2021,3,22127,Electric,Automatic,0,0,127.3,273.3,5,Mumbai,Dealer,16.0,14.27
Tiago,Tata,2022,2,23272,Petrol,Manual,1,1199,85.6,21.8,5,Mumbai,Individual,5.87,4.72
Punch,Tata,2022,2,36986,Petrol,Manual,1,1199,85.7,21.9,5,Chennai,Dealer,9.15,7.12
Safari,Tata,2021,3,22007,Diesel,Automatic,0,1956,164.6,25.1,6,Hyderabad,Dealer,20.31,17.41
Nexon,Tata,2020,4,43708,Petrol,Manual,1,1425,117.8,16.0,5,Delhi,Individual,10.73,7.41
Tigor,Tata,2021,3,60981,Petrol,Automatic,0,1199,86.6,17.0,5,Chennai,Individual,8.38,6.39
Nexon,Tata,2022,2,28361,Diesel,Automatic,0,1497,122.7,21.3,5,Hyderabad,Dealer,10.27,9.14
Tigor,Tata,2020,4,35872,CNG,Automatic,2,1199,88.4,25.5,5,Chennai,Individual,9.27,5.73
Nexon EV,Tata,2022,2,34438,Electric,Automatic,0,0,142.1,331.0,5,Delhi,Individual,18.05,16.25
Nexon EV,Tata,2024,0,1388,Electric,Automatic,1,0,132.7,398.8,5,Chennai,Dealer,16.47,14.82
Nexon,Tata,2022,2,29689,Petrol,Automatic,0,1241,120.5,15.4,5,Mumbai,Dealer,11.7,10.44
Nexon EV,Tata,2023,1,20884,Electric,Automatic,1,0,142.0,200.1,5,Ahmedabad,Individual,19.58,17.62
Tiago,Tata,2023,1,11688,Petrol,Automatic,0,1199,86.4,20.3,5,Hyderabad,Individual,6.04,5.44
Tigor,Tata,2017,7,46528,CNG,Manual,0,1199,86.9,27.2,5,Ahmedabad,Individual,6.74,3.94
Altroz,Tata,2021,3,40300,Petrol,Manual,0,1205,102.3,16.4,5,Mumbai,Individual,10.87,8.41
Tiago,Tata,2019,5,61596,Petrol,Automatic,1,1199,88.2,17.0,5,Mumbai,Dealer,7.41,4.73
Nexon EV,Tata,2020,4,65439,Electric,Automatic,3,0,142.6,376.7,5,Ahmedabad,Dealer,18.21,10.63
Nexon,Tata,2020,4,40837,Diesel,Manual,1,1391,126.4,18.4,5,Hyderabad,Individual,13.14,8.97
Nano,Tata,2011,13,89005,Petrol,Manual,0,725,37.3,14.1,4,Mumbai,Dealer,1.7,0.68
Altroz,Tata,2020,4,80781,Petrol,Manual,0,1437,110.5,18.7,5,Pune,Dealer,7.72,5.39
Nexon,Tata,2023,1,9143,Diesel,Automatic,1,1349,126.0,25.8,5,Delhi,Individual,10.31,9.28
Nexon,Tata,2024,0,1295,Petrol,Manual,1,1347,132.4,16.2,5,Chennai,Dealer,13.96,12.56
Nexon,Tata,2023,1,9561,Petrol,Manual,2,1394,133.0,17.0,5,Mumbai,Dealer,8.85,7.02
Harrier,Tata,2021,3,26932,Diesel,Automatic,1,1956,172.6,25.4,5,Bangalore,Dealer,21.88,17.34
Tiago,Tata,2017,7,121159,CNG,Automatic,2,1199,85.3,27.6,5,Bangalore,Dealer,7.1,3.16
Altroz,Tata,2020,4,83464,Diesel,Automatic,1,1474,108.9,20.2,5,Chennai,Dealer,11.05,7.21
Tiago,Tata,2022,2,31652,CNG,Manual,0,1199,85.3,22.0,5,Bangalore,Individual,5.51,4.68
Nexon EV,Tata,2022,2,27315,Electric,Automatic,0,0,150.8,255.0,5,Ahmedabad,Individual,18.09,16.28
Nano,Tata,2016,8,39443,Petrol,Manual,0,779,37.2,21.1,4,Mumbai,Individual,2.96,1.6
Tiago,Tata,2023,1,24174,Petrol,Automatic,1,1199,88.5,18.8,5,Hyderabad,Individual,6.6,5.61
Punch,Tata,2024,0,13265,Petrol,Manual,3,1199,88.0,18.7,5,Ahmedabad,Dealer,8.13,6.14
Nano,Tata,2012,12,88359,Petrol,Manual,0,792,38.3,20.7,4,Mumbai,Dealer,1.92,0.77
Punch,Tata,2024,0,8327,Petrol,Manual,1,1199,87.3,17.4,5,Chennai,Individual,9.22,8.3
Safari,Tata,2024,0,11034,Diesel,Automatic,0,1956,171.7,21.5,6,Chennai,Dealer,19.66,17.69
Harrier,Tata,2019,5,66232,Diesel,Automatic,1,1956,169.3,25.6,5,Hyderabad,Dealer,20.25,12.6
Tiago,Tata,2023,1,18983,Petrol,Automatic,1,1199,88.1,17.7,5,Delhi,Individual,7.77,6.61
Punch,Tata,2022,2,37967,Petrol,Manual,0,1199,86.1,20.9,5,Pune,Individual,9.51,8.2
Altroz,Tata,2024,0,2704,Diesel,Manual,0,1330,99.8,18.4,5,Chennai,Individual,10.17,9.15
Tiago,Tata,2017,7,63404,Petrol,Manual,0,1199,90.4,20.3,5,Mumbai,Individual,6.2,3.5
Harrier,Tata,2020,4,45114,Diesel,Automatic,0,1956,173.4,18.6,5,Delhi,Individual,20.88,16.48
Nexon,Tata,2017,7,51627,Petrol,Manual,2,1278,119.1,22.0,5,Hyderabad,Individual,10.25,4.82
Safari,Tata,2021,3,14764,Diesel,Automatic,0,1956,165.9,27.0,7,Bangalore,Individual,23.64,19.87
Nexon EV,Tata,2023,1,32268,Electric,Automatic,1,0,143.6,372.1,5,Ahmedabad,Dealer,18.08,15.77
Punch,Tata,2021,3,53663,Petrol,Automatic,2,1199,89.4,19.5,5,Bangalore,Dealer,10.2,6.6
Altroz,Tata,2020,4,30356,Diesel,Manual,1,1343,108.5,28.0,5,Ahmedabad,Dealer,10.07,6.93
Punch,Tata,2023,1,9642,Petrol,Manual,3,1199,91.1,21.8,5,Mumbai,Dealer,9.96,6.96
Nexon,Tata,2018,6,101928,Diesel,Automatic,1,1220,119.4,18.3,5,Mumbai,Dealer,12.99,7.06
Altroz,Tata,2020,4,64216,Petrol,Manual,0,1201,91.1,15.9,5,Bangalore,Dealer,7.87,5.53
Tigor,Tata,2019,5,57263,CNG,Manual,1,1199,85.7,22.2,5,Hyderabad,Dealer,7.85,4.92
Harrier,Tata,2022,2,21072,Diesel,Automatic,1,1956,167.5,25.7,5,Hyderabad,Dealer,20.24,17.2
Nexon,Tata,2022,2,30545,Petrol,Manual,1,1209,130.3,16.4,5,Hyderabad,Dealer,9.51,7.57
Nexon,Tata,2021,3,67779,Petrol,Manual,1,1244,126.0,21.7,5,Pune,Dealer,11.52,7.84
Nexon,Tata,2023,1,21777,Petrol,Automatic,2,1477,129.0,21.8,5,Chennai,Individual,13.82,10.81
Harrier,Tata,2024,0,11778,Diesel,Automatic,1,1956,170.5,22.4,5,Pune,Dealer,17.2,15.48
Nexon,Tata,2021,3,68232,Diesel,Automatic,1,1442,126.5,19.6,5,Hyderabad,Dealer,10.64,7.89
Nexon,Tata,2022,2,23961,Petrol,Manual,2,1354,129.7,21.6,5,Delhi,Dealer,11.53,8.26
Punch,Tata,2023,1,8435,Petrol,Manual,1,1199,86.4,14.3,5,Bangalore,Individual,7.7,6.65
Safari,Tata,2023,1,7742,Diesel,Automatic,1,1956,172.8,19.6,7,Bangalore,Dealer,22.16,19.94
Punch,Tata,2021,3,65310,Petrol,Automatic,1,1199,88.3,21.7,5,Mumbai,Dealer,7.34,5.22
Punch,Tata,2022,2,40029,Petrol,Manual,1,1199,89.5,17.3,5,Ahmedabad,Individual,9.53,7.55
Nexon,Tata,2021,3,23102,Petrol,Manual,1,1379,130.2,21.7,5,Ahmedabad,Individual,8.23,6.2
Safari,Tata,2021,3,61882,Diesel,Automatic,1,1956,171.4,22.3,7,Delhi,Individual,19.84,14.87
Punch,Tata,2022,2,46967,Petrol,Automatic,0,1199,87.6,17.3,5,Delhi,Dealer,6.61,5.47
Nexon EV,Tata,2020,4,50726,Electric,Automatic,0,0,144.6,358.0,5,Pune,Dealer,15.17,11.49
Tiago,Tata,2021,3,59948,CNG,Manual,1,1199,88.0,28.9,5,Chennai,Dealer,7.32,5.16
Harrier,Tata,2021,3,60236,Diesel,Automatic,0,1956,171.9,21.6,5,Mumbai,Individual,19.16,15.81
Altroz,Tata,2024,0,12752,Petrol,Manual,3,1447,101.7,14.5,5,Chennai,Dealer,9.63,7.29
Nexon,Tata,2020,4,26471,Diesel,Automatic,1,1225,120.8,20.5,5,Ahmedabad,Individual,14.31,10.35
Punch,Tata,2021,3,27155,Petrol,Manual,0,1199,89.4,16.5,5,Mumbai,Dealer,9.6,7.9
Nexon EV,Tata,2024,0,10193,Electric,Automatic,1,0,136.9,202.8,5,Hyderabad,Individual,14.94,13.45
Indica,Tata,2019,5,28326,Diesel,Manual,1,1309,69.4,25.2,5,Chennai,Individual,3.11,1.99
Tiago,Tata,2021,3,54643,Petrol,Manual,2,1199,86.2,14.1,5,Delhi,Individual,5.22,3.33
Nexon,Tata,2019,5,50871,Diesel,Manual,2,1448,122.9,21.2,5,Delhi,Individual,10.39,5.98
Nexon EV,Tata,2024,0,11351,Electric,Automatic,2,0,143.4,216.4,5,Ahmedabad,Individual,15.19,13.24
Nexon,Tata,2024,0,11889,Diesel,Manual,3,1360,123.5,26.1,5,Delhi,Dealer,10.22,8.08
Punch,Tata,2023,1,32026,Petrol,Automatic,1,1199,90.3,21.5,5,Mumbai,Dealer,7.97,6.63
Altroz,Tata,2022,2,48860,Petrol,Automatic,3,1494,104.7,14.2,5,Hyderabad,Individual,8.46,5.33
Tiago,Tata,2024,0,12337,Petrol,Automatic,0,1199,87.3,16.4,5,Delhi,Individual,7.51,6.76
Harrier,Tata,2019,5,58144,Diesel,Manual,0,1956,167.7,24.8,5,Bangalore,Individual,16.5,11.34
Tiago,Tata,2023,1,26949,CNG,Manual,0,1199,85.4,25.6,5,Chennai,Dealer,7.42,6.68
Safari,Tata,2023,1,29823,Diesel,Manual,1,1956,167.4,22.1,6,Delhi,Individual,16.22,14.11
Altroz,Tata,2020,4,67562,Diesel,Automatic,1,1345,97.6,19.6,5,Delhi,Individual,9.06,6.17
Harrier,Tata,2024,0,13160,Diesel,Automatic,1,1956,172.5,24.7,5,Delhi,Dealer,18.34,16.51
Punch,Tata,2021,3,33932,Petrol,Manual,1,1199,92.1,20.4,5,Bangalore,Dealer,6.59,4.79
Nano,Tata,2013,11,98676,Petrol,Manual,0,785,37.4,18.5,4,Chennai,Individual,3.15,1.26
Nexon,Tata,2022,2,15480,Petrol,Automatic,0,1366,118.5,19.9,5,Bangalore,Dealer,9.1,8.19
Nano,Tata,2015,9,129041,Petrol,Manual,2,714,37.7,18.2,4,Hyderabad,Dealer,3.24,1.3
Tiago,Tata,2023,1,11687,Petrol,Manual,0,1199,85.4,16.7,5,Pune,Dealer,5.36,4.82
Nexon,Tata,2023,1,8703,Petrol,Automatic,1,1237,129.2,17.6,5,Hyderabad,Dealer,8.41,7.4
Nano,Tata,2010,14,179034,Petrol,Manual,1,794,38.5,14.1,4,Chennai,Individual,2.87,1.15
Harrier,Tata,2019,5,36782,Diesel,Automatic,1,1956,169.3,23.2,5,Bangalore,Dealer,15.41,10.33
Tiago,Tata,2024,0,5448,CNG,Manual,0,1199,87.9,24.4,5,Chennai,Individual,5.75,5.17
Nexon,Tata,2024,0,3478,Petrol,Manual,1,1337,118.7,18.2,5,Ahmedabad,Individual,13.95,12.55
Altroz,Tata,2021,3,30278,Diesel,Automatic,2,1284,111.5,23.1,5,Delhi,Dealer,10.01,6.94
Harrier,Tata,2019,5,97194,Diesel,Automatic,1,1956,172.0,22.3,5,Chennai,Individual,14.0,8.23
Punch,Tata,2024,0,1936,Petrol,Manual,2,1199,88.3,17.4,5,Mumbai,Dealer,9.2,7.72
Tigor,Tata,2021,3,59231,CNG,Automatic,0,1199,89.3,23.1,5,Mumbai,Dealer,6.36,4.82
Harrier,Tata,2021,3,52988,Diesel,Automatic,1,1956,173.5,24.3,5,Mumbai,Individual,15.52,11.71
Altroz,Tata,2020,4,23314,Diesel,Manual,1,1220,94.5,21.3,5,Pune,Dealer,9.59,7.0
Tiago,Tata,2019,5,81429,CNG,Manual,1,1199,89.4,29.6,5,Bangalore,Individual,5.25,3.03
Harrier,Tata,2023,1,19600,Diesel,Automatic,3,1956,169.9,25.6,5,Ahmedabad,Dealer,20.46,15.36
Nexon EV,Tata,2022,2,35894,Electric,Automatic,3,0,135.9,298.3,5,Pune,Individual,14.61,9.93
Nexon,Tata,2020,4,39243,Diesel,Automatic,1,1264,121.9,23.7,5,Delhi,Dealer,13.8,10.01
Nexon EV,Tata,2024,0,6342,Electric,Automatic,1,0,132.8,391.2,5,Ahmedabad,Dealer,16.52,14.87
Nexon,Tata,2021,3,60182,Petrol,Manual,0,1350,128.8,17.1,5,Delhi,Dealer,9.7,7.32
Harrier,Tata,2022,2,19501,Diesel,Automatic,1,1956,169.1,20.6,5,Chennai,Dealer,15.11,12.78
Tiago,Tata,2018,6,46204,CNG,Manual,1,1199,85.8,23.0,5,Bangalore,Dealer,7.65,4.46
Nexon,Tata,2017,7,107363,Diesel,Manual,3,1446,124.4,21.8,5,Delhi,Dealer,14.39,5.88
Nexon,Tata,2024,0,1526,Petrol,Automatic,0,1235,121.8,15.0,5,Pune,Individual,12.26,11.03
Nexon,Tata,2019,5,57389,Diesel,Manual,1,1412,128.6,27.1,5,Hyderabad,Individual,9.59,6.06
Tigor,Tata,2021,3,65385,CNG,Manual,1,1199,90.4,28.0,5,Pune,Dealer,7.94,5.62
Punch,Tata,2024,0,3081,Petrol,Manual,1,1199,89.7,20.9,5,Hyderabad,Individual,7.05,6.34
Nexon,Tata,2017,7,29658,Petrol,Automatic,0,1305,128.5,14.6,5,Delhi,Dealer,9.0,5.36
Nexon,Tata,2023,1,27313,Diesel,Manual,3,1258,128.1,20.5,5,Chennai,Individual,14.11,10.0
Nexon,Tata,2017,7,137195,Petrol,Manual,2,1346,119.3,16.6,5,Bangalore,Dealer,10.35,4.26
Tiago,Tata,2019,5,94031,CNG,Automatic,2,1199,89.9,25.3,5,Mumbai,Individual,8.31,4.47
Safari,Tata,2023,1,19559,Diesel,Automatic,1,1956,166.7,27.5,7,Mumbai,Individual,22.89,20.6
Tigor,Tata,2018,6,106678,CNG,Automatic,0,1199,88.3,23.7,5,Hyderabad,Individual,8.51,4.85
Nexon EV,Tata,2020,4,22267,Electric,Automatic,1,0,126.5,331.1,5,Ahmedabad,Dealer,14.92,10.83
Nexon EV,Tata,2022,2,42976,Electric,Automatic,0,0,148.3,236.2,5,Chennai,Individual,17.6,15.84
Punch,Tata,2022,2,15933,Petrol,Automatic,0,1199,90.5,21.9,5,Ahmedabad,Dealer,8.0,7.06
Nexon EV,Tata,2023,1,10068,Electric,Automatic,1,0,143.7,332.4,5,Bangalore,Individual,16.67,15.0
Tigor,Tata,2022,2,43284,Petrol,Manual,1,1199,87.7,14.6,5,Delhi,Dealer,7.97,6.19
Nexon,Tata,2017,7,118243,Petrol,Manual,1,1221,126.1,16.0,5,Pune,Dealer,12.8,6.02
Nexon EV,Tata,2021,3,56274,Electric,Automatic,3,0,143.9,327.7,5,Bangalore,Dealer,17.59,11.3
Nexon,Tata,2017,7,46258,Petrol,Automatic,1,1326,119.7,16.5,5,Chennai,Dealer,14.19,7.81
Harrier,Tata,2023,1,5336,Diesel,Automatic,0,1956,168.9,20.2,5,Hyderabad,Individual,18.84,16.96
Tiago,Tata,2018,6,51018,Petrol,Manual,0,1199,89.2,15.3,5,Chennai,Individual,8.39,5.12
Safari,Tata,2021,3,52288,Diesel,Automatic,1,1956,173.3,21.4,7,Delhi,Individual,23.13,16.85
Nexon,Tata,2020,4,31388,Diesel,Manual,0,1221,127.7,23.5,5,Mumbai,Individual,9.72,7.59
Safari,Tata,2021,3,45364,Diesel,Automatic,0,1956,165.1,25.9,7,Mumbai,Individual,22.35,18.38
Tiago,Tata,2019,5,51249,CNG,Manual,1,1199,89.3,22.4,5,Chennai,Individual,5.91,3.55
Punch,Tata,2022,2,27241,Petrol,Manual,3,1199,87.5,21.5,5,Mumbai,Dealer,7.02,4.62
Indica,Tata,2015,9,175161,Petrol,Manual,0,1210,74.6,14.5,5,Ahmedabad,Individual,3.16,1.26
Tigor,Tata,2021,3,33659,CNG,Automatic,0,1199,90.1,22.6,5,Ahmedabad,Dealer,7.55,6.25
Harrier,Tata,2021,3,55468,Diesel,Manual,1,1956,166.0,18.9,5,Delhi,Dealer,16.6,12.22
Nexon,Tata,2020,4,76556,Petrol,Automatic,1,1429,125.6,19.6,5,Delhi,Individual,10.38,6.98
Nano,Tata,2008,16,169298,Petrol,Manual,1,696,38.1,16.3,4,Bangalore,Individual,2.69,1.08
Punch,Tata,2024,0,7820,Petrol,Manual,0,1199,88.7,16.8,5,Bangalore,Dealer,9.48,8.53
Tigor,Tata,2021,3,22896,Petrol,Manual,1,1199,90.5,22.0,5,Pune,Individual,8.04,6.14
Nexon,Tata,2019,5,93458,Diesel,Manual,2,1476,127.4,27.1,5,Ahmedabad,Individual,8.5,4.74
Punch,Tata,2023,1,11696,Petrol,Manual,0,1199,90.4,15.5,5,Mumbai,Individual,7.41,6.67
Altroz,Tata,2023,1,12804,Diesel,Automatic,2,1414,94.8,25.0,5,Delhi,Individual,10.14,8.41
Tigor,Tata,2021,3,20726,Petrol,Manual,0,1199,88.2,21.4,5,Delhi,Dealer,8.72,7.13
Altroz,Tata,2022,2,36118,Petrol,Manual,0,1307,95.9,19.1,5,Bangalore,Dealer,9.56,7.98
Tiago,Tata,2023,1,29475,Petrol,Automatic,0,1199,87.5,20.7,5,Mumbai,Individual,5.18,4.66
Tiago,Tata,2016,8,61738,Petrol,Manual,2,1199,91.3,21.2,5,Delhi,Dealer,8.41,3.56
Punch,Tata,2021,3,37031,Petrol,Automatic,1,1199,91.3,15.8,5,Delhi,Dealer,8.29,6.24
Harrier,Tata,2020,4,53092,Diesel,Automatic,2,1956,173.4,18.6,5,Chennai,Dealer,18.23,11.45
Tiago,Tata,2021,3,62648,Petrol,Manual,2,1199,91.6,14.6,5,Mumbai,Dealer,6.26,4.05
Nano,Tata,2018,6,111268,Petrol,Manual,0,773,37.1,21.1,4,Ahmedabad,Individual,1.67,0.95
Nexon EV,Tata,2020,4,40459,Electric,Automatic,2,0,144.1,253.7,5,Chennai,Dealer,19.27,12.76
Nexon EV,Tata,2024,0,14224,Electric,Automatic,3,0,138.8,375.5,5,Delhi,Dealer,18.36,15.07
Harrier,Tata,2021,3,45458,Diesel,Automatic,0,1956,173.3,22.0,5,Bangalore,Individual,19.16,15.41
Nexon EV,Tata,2024,0,13893,Electric,Automatic,1,0,146.4,325.1,5,Ahmedabad,Dealer,18.64,16.78
Nano,Tata,2016,8,42268,Petrol,Manual,2,702,37.5,19.6,4,Hyderabad,Dealer,2.95,1.31
Tigor,Tata,2023,1,17333,CNG,Automatic,0,1199,91.0,27.0,5,Ahmedabad,Dealer,8.73,7.86
Tigor,Tata,2022,2,44957,CNG,Automatic,1,1199,88.0,22.7,5,Chennai,Individual,9.34,7.4
Indica,Tata,2010,14,77049,Petrol,Manual,1,1331,72.0,18.4,5,Ahmedabad,Dealer,3.7,1.48
Nexon EV,Tata,2024,0,10103,Electric,Automatic,0,0,127.5,384.0,5,Hyderabad,Dealer,14.48,13.03
Harrier,Tata,2023,1,14057,Diesel,Automatic,3,1956,169.1,27.6,5,Hyderabad,Dealer,18.61,14.0
Punch,Tata,2023,1,10312,Petrol,Manual,0,1199,84.9,16.9,5,Hyderabad,Dealer,8.07,7.26
Punch,Tata,2023,1,12044,Petrol,Manual,3,1199,88.4,19.1,5,Chennai,Individual,8.7,6.28
Tiago,Tata,2017,7,123366,CNG,Manual,0,1199,90.4,27.4,5,Chennai,Dealer,6.11,3.15
Altroz,Tata,2024,0,12391,Petrol,Manual,1,1208,101.2,19.4,5,Ahmedabad,Individual,7.99,7.19
Nexon,Tata,2024,0,14439,Diesel,Automatic,1,1414,124.5,21.9,5,Hyderabad,Individual,14.92,13.43
Altroz,Tata,2022,2,43783,Petrol,Manual,1,1309,98.6,20.0,5,Delhi,Individual,7.74,6.03
Nexon,Tata,2024,0,7605,Petrol,Manual,0,1370,126.8,20.3,5,Chennai,Individual,9.94,8.95
Tigor,Tata,2017,7,80775,CNG,Manual,1,1199,86.9,29.8,5,Hyderabad,Dealer,6.43,3.21
Tigor,Tata,2024,0,2629,Petrol,Manual,2,1199,85.6,20.9,5,Bangalore,Dealer,6.43,5.28
Nexon EV,Tata,2021,3,12905,Electric,Automatic,3,0,130.8,285.6,5,Chennai,Dealer,19.53,12.77
Nexon EV,Tata,2024,0,1196,Electric,Automatic,2,0,137.9,254.3,5,Chennai,Individual,19.05,17.11
Nano,Tata,2014,10,44837,Petrol,Manual,0,637,38.1,21.2,4,Chennai,Individual,3.33,1.41
Nexon EV,Tata,2020,4,26866,Electric,Automatic,0,0,136.3,228.0,5,Chennai,Individual,16.11,13.21
Nexon,Tata,2024,0,13601,Petrol,Automatic,0,1300,120.7,14.1,5,Mumbai,Individual,10.58,9.52
Nexon,Tata,2019,5,41118,Petrol,Manual,2,1240,117.3,19.9,5,Chennai,Individual,9.34,5.31
Altroz,Tata,2023,1,31741,Petrol,Manual,0,1469,101.8,15.3,5,Hyderabad,Dealer,7.11,6.4
Indica,Tata,2009,15,114939,CNG,Manual,0,1328,65.5,22.2,5,Ahmedabad,Individual,4.36,1.74
Indica,Tata,2009,15,111183,Diesel,Manual,1,1216,69.6,20.6,5,Chennai,Dealer,4.53,1.81
Punch,Tata,2023,1,25748,Petrol,Automatic,1,1199,89.4,15.4,5,Chennai,Dealer,7.21,6.1
Harrier,Tata,2019,5,23809,Diesel,Manual,1,1956,173.2,18.6,5,Ahmedabad,Dealer,16.89,11.36
Tiago,Tata,2018,6,57832,Petrol,Automatic,0,1199,90.6,17.8,5,Pune,Dealer,5.59,3.59
Tiago,Tata,2018,6,75449,CNG,Automatic,0,1199,87.2,25.1,5,Ahmedabad,Individual,6.69,4.05
Punch,Tata,2024,0,9231,Petrol,Manual,2,1199,88.5,19.7,5,Pune,Individual,10.06,8.18
Altroz,Tata,2020,4,76860,Diesel,Manual,1,1304,108.5,26.8,5,Ahmedabad,Individual,9.78,6.42
Harrier,Tata,2023,1,5612,Diesel,Automatic,1,1956,171.4,20.6,5,Pune,Dealer,14.49,13.02
Indica,Tata,2011,13,93373,Petrol,Manual,2,1315,75.4,18.1,5,Hyderabad,Dealer,3.5,1.4
Tiago,Tata,2024,0,1300,Petrol,Manual,1,1199,88.5,16.0,5,Pune,Individual,6.6,5.94
Nexon,Tata,2018,6,90184,Diesel,Manual,0,1211,123.5,20.0,5,Delhi,Individual,14.57,8.85
Tigor,Tata,2018,6,64537,CNG,Manual,3,1199,86.6,29.6,5,Bangalore,Dealer,8.44,3.97
Safari,Tata,2023,1,28461,Diesel,Automatic,0,1956,166.6,22.8,6,Delhi,Individual,20.6,18.54
Harrier,Tata,2020,4,52731,Diesel,Manual,1,1956,167.7,22.3,5,Chennai,Individual,15.9,10.62
Punch,Tata,2022,2,47723,Petrol,Manual,1,1199,87.0,15.8,5,Mumbai,Individual,9.95,7.55
Harrier,Tata,2024,0,7758,Diesel,Automatic,3,1956,166.7,20.8,5,Ahmedabad,Individual,16.72,12.92
Punch,Tata,2024,0,1864,Petrol,Manual,0,1199,86.7,15.2,5,Chennai,Dealer,9.1,8.19
Altroz,Tata,2020,4,31354,Petrol,Manual,3,1386,97.5,15.3,5,Delhi,Dealer,9.49,5.43
Tiago,Tata,2024,0,3609,CNG,Manual,2,1199,88.7,28.6,5,Pune,Individual,7.04,5.95
Altroz,Tata,2024,0,7874,Petrol,Manual,1,1216,94.8,16.3,5,Chennai,Dealer,11.39,10.25
Nexon,Tata,2019,5,46180,Diesel,Manual,2,1347,121.4,19.2,5,Chennai,Dealer,8.5,5.04
Nano,Tata,2018,6,55766,Petrol,Manual,0,687,37.6,17.8,4,Pune,Dealer,3.38,2.07
Harrier,Tata,2019,5,102932,Diesel,Manual,1,1956,168.7,21.4,5,Pune,Dealer,20.95,12.46
Punch,Tata,2024,0,1228,Petrol,Manual,0,1199,88.1,16.8,5,Chennai,Individual,8.85,7.96
Punch,Tata,2023,1,18260,Petrol,Manual,0,1199,87.9,18.8,5,Chennai,Individual,9.09,8.18
Nexon,Tata,2023,1,15151,Petrol,Manual,0,1288,125.4,20.7,5,Bangalore,Dealer,11.62,10.46
Safari,Tata,2023,1,30539,Diesel,Automatic,0,1956,169.7,22.1,6,Pune,Individual,23.54,21.19
Altroz,Tata,2021,3,23915,Diesel,Automatic,1,1260,104.0,27.0,5,Ahmedabad,Dealer,10.24,7.78
Tigor,Tata,2024,0,10112,Petrol,Automatic,1,1199,86.5,21.6,5,Ahmedabad,Individual,6.34,5.7
Tiago,Tata,2023,1,8145,CNG,Automatic,1,1199,89.6,22.8,5,Ahmedabad,Dealer,6.19,5.35
Altroz,Tata,2021,3,17483,Petrol,Automatic,0,1223,102.6,14.3,5,Ahmedabad,Dealer,10.16,8.69
Nexon,Tata,2024,0,6348,Petrol,Manual,1,1285,123.6,16.9,5,Pune,Dealer,11.17,10.05
Tiago,Tata,2024,0,9249,Petrol,Automatic,3,1199,86.2,17.2,5,Ahmedabad,Dealer,7.71,5.76
Nexon,Tata,2019,5,84758,Petrol,Manual,1,1468,120.1,16.9,5,Pune,Individual,8.18,4.88
Tiago,Tata,2022,2,15753,Petrol,Manual,2,1199,87.0,18.7,5,Chennai,Dealer,7.71,5.66
Altroz,Tata,2022,2,8251,Diesel,Manual,2,1474,108.1,18.7,5,Bangalore,Dealer,9.34,7.06
Altroz,Tata,2020,4,79764,Petrol,Manual,3,1431,103.5,18.8,5,Ahmedabad,Individual,8.04,4.11
Nexon,Tata,2022,2,43183,Diesel,Automatic,2,1208,133.5,23.5,5,Bangalore,Individual,13.84,10.47
Nexon,Tata,2022,2,40901,Petrol,Manual,0,1291,122.9,17.9,5,Pune,Individual,9.63,8.02
Nexon EV,Tata,2022,2,35637,Electric,Automatic,3,0,131.6,287.4,5,Ahmedabad,Individual,14.57,10.12
Nexon EV,Tata,2023,1,15095,Electric,Automatic,3,0,141.8,221.0,5,Chennai,Dealer,19.73,14.88
Harrier,Tata,2019,5,31659,Diesel,Automatic,1,1956,172.4,21.3,5,Ahmedabad,Dealer,21.04,14.33
Altroz,Tata,2020,4,43824,Petrol,Automatic,1,1488,98.7,20.0,5,Chennai,Dealer,8.49,5.7
Nexon EV,Tata,2022,2,26349,Electric,Automatic,0,0,146.9,266.3,5,Hyderabad,Dealer,14.93,13.44
Tigor,Tata,2018,6,122716,Petrol,Manual,2,1199,89.4,18.5,5,Hyderabad,Dealer,8.7,3.99
Nexon EV,Tata,2022,2,13614,Electric,Automatic,0,0,131.1,341.1,5,Chennai,Dealer,16.73,15.06
Tigor,Tata,2023,1,4578,CNG,Automatic,1,1199,87.6,23.0,5,Pune,Individual,8.08,7.27
Nexon EV,Tata,2020,4,24127,Electric,Automatic,1,0,128.6,297.5,5,Ahmedabad,Dealer,15.6,11.67
Harrier,Tata,2020,4,55862,Diesel,Manual,1,1956,166.4,20.9,5,Ahmedabad,Individual,19.47,13.63
